event_id,date,days_to_show,artist,venue,min_price,max_price,total_postings,total_tickets,city,state,ticket_vendor,face_value,sold_out,sk_artist_id,days_to_show,num_blogs,num_news,num_reviews,discovery,familiarity,hotttnesss,num_years_active,FV_delta,maxPrice_FV_delta,FV_delta_log
9456804,2016-03-17T20:00:00-0400,4,Metric,Orpheum Theatre - MA,46.55,105,22,49,Boston,MA,Ticketmaster,29.75,0,465252,4,3111,398,91,0.325038723,0.731526,0.581333,18,16.8,75.25,2.821378886
9459767,2016-04-03T19:00:00-0400,21,Wolf Alice,Brighton Music Hall,54.49,166.53,15,73,Boston,MA,Ticketmaster,15,0,4126816,21,1972,135,8,0.463210763,0.559526,0.607877,6,39.49,151.53,3.676047475
9461077,2016-04-22T20:00:00-0400,40,polica,Brighton Music Hall,31.39,199.99,8,42,Boston,MA,Ticketmaster,18,0,4665213,40,1714,349,40,0.575090463,0.445357,0.639432,5,13.39,181.99,2.59450816
9461608,2016-04-10T19:30:00-0400,28,Rihanna,TD Garden,85.1,2695,390,1271,Boston,MA,Ticketmaster,30.5,0,139648,28,49474,11208,111,0.334706109,0.849921,0.830018,11,54.6,2664.5,4.000033883
9462477,2016-03-25T20:00:00-0400,12,Stick Figure,Paradise Rock Club,91,98.77,6,20,Boston,MA,Ticketfly,16,0,514431,12,88,0,3,0.519073696,0.255699,0.542266,26,75,82.77,4.317488114
9463640,2016-03-18T19:30:00-0400,5,G. Love and Special Sauce,Paradise Rock Club,49.69,90,11,48,Boston,MA,Ticketmaster,30,0,252784,5,374,178,22,0.382636727,0.621453,0.554782,24,19.69,60,2.980110893
9465193,2016-04-09T19:30:00-0400,27,Andrew Bird,Wang Theatre at Boston,64.25,341.97,38,135,Boston,MA,Ticketmaster,36,0,395944,27,5289,777,155,0.347424428,0.695306,0.576323,20,28.25,305.97,3.341093458
9468661,2016-06-16T19:30:00-0400,95,The Cure,Agganis Arena,126.4,1000,159,474,Boston,MA,Ticketmaster,17.5,0,474439,95,4643,620,220,0.299664059,0.82889,0.691735,40,108.9,982.5,4.69043003
9468973,2016-04-16T19:30:00-0400,34,The Melvins and Napalm Death,Paradise Rock Club,61.5,96,7,30,Boston,MA,Ticketmaster,22,0,207184,34,3985,881,186,0.341269135,0.71194,0.585477,33,39.5,74,3.676300672
9470920,2016-06-04T20:00:00-0400,83,Nada Surf,Paradise Rock Club,52.96,85,12,59,Boston,MA,Ticketmaster,22,0,172227,83,1990,228,92,0.390484581,0.678747,0.627284,24,30.96,63,3.432696049
9475587,2016-05-07T19:30:00-0400,55,Ben Folds,Orpheum Theatre - MA,75.66,238,45,121,Boston,MA,Ticketmaster,38,0,125822,55,2573,342,136,0.32688241,0.725836,0.577463,15,37.66,200,3.628598523
9478233,2016-11-04T18:00:00-0400,236,Marillion,Royale Boston,80.38,199,8,42,Boston,MA,Ticketmaster,60,0,243083,236,1534,121,25,0.346079954,0.677385,0.554516,37,20.38,139,3.014554028
9478431,2016-09-14T19:30:00-0400,185,Adele,TD Garden,209,10450,270,722,Boston,MA,Ticketmaster,35,0,537914,185,20775,6557,131,0.390586661,0.839977,0.935337,10,174,10415,5.159055299
9483729,2016-04-14T20:00:00-0400,32,Tower Of Power,Wilbur Theatre,114.6,150,4,11,Boston,MA,Ticketmaster,50,0,161898,32,715,156,24,0.359153267,0.649053,0.546282,48,64.6,100,4.168214411
9484125,2016-04-14T19:30:00-0400,32,San Fermin,Paradise Rock Club,48.52,70,6,22,Boston,MA,Ticketmaster,15,0,6185239,32,747,115,10,0.454950708,0.515342,0.558769,4,33.52,55,3.512142276
9484260,2016-03-30T19:00:00-0400,17,Pusha T,Paradise Rock Club,66.2,134,27,170,Boston,MA,Ticketmaster,29.5,0,814169,17,12944,4284,48,0.440482599,0.642003,0.661679,24,36.7,104.5,3.602776755
9484780,2016-04-19T19:00:00-0400,37,Dream Theater,Orpheum Theatre - MA,63.86,575,58,147,Boston,MA,Ticketmaster,33.5,0,8765,37,5628,1208,59,0.313562417,0.802322,0.668145,31,30.36,541.5,3.413125953
9488012,2016-04-10T19:30:00-0400,28,Chick Corea and Bela Fleck,Wilbur Theatre,96.11,214.25,11,39,Boston,MA,Ticketmaster,39,0,433400,28,733,431,11,0.400258433,0.598729,0.558862,58,57.11,175.25,4.044979233
9490413,2016-03-24T18:00:00-0400,11,Silverstein,Paradise Rock Club,32,80,13,54,Boston,MA,Ticketmaster,18,0,424864,11,346,110,45,0.386273562,0.644113,0.582408,16,14,62,2.63905733
9500212,2016-04-17T18:00:00-0400,35,Citizen and Turnover,Paradise Rock Club,49.11,1112,18,103,Boston,MA,Ticketmaster,16,0,324205,35,466,15,9,0.475629413,0.505467,0.575824,5,33.11,1096,3.499835352
9500535,2016-04-01T20:00:00-0400,19,Junior Boys,Brighton Music Hall,84.57,69.55,1,6,Boston,MA,Ticketmaster,15,0,362018,19,1986,224,112,0.43194469,0.627186,0.632407,17,69.57,54.55,4.24233344
9500983,2016-03-21T19:00:00-0400,8,Lucinda Williams,Paradise Rock Club,53.04,75,12,55,Boston,MA,Ticketmaster,35,0,245404,8,2310,672,134,0.33087072,0.707809,0.562838,38,18.04,40,2.892591515
9500984,2016-03-22T19:00:00-0400,9,Lucinda Williams,Paradise Rock Club,46.55,68,10,54,Boston,MA,Ticketmaster,35,0,245404,9,2310,672,134,0.33087072,0.707809,0.562838,38,11.55,33,2.446685437
9501276,2016-04-01T18:30:00-0400,19,Parachute,Royale Boston,37.72,89.5,12,72,Boston,MA,Ticketmaster,21,0,9315,19,223,38,3,0.393932208,0.607437,0.557938,10,16.72,68.5,2.816605608
9501792,2016-04-19T20:00:00-0400,37,Boz Scaggs,Wilbur Theatre,93.74,325,33,91,Boston,MA,Ticketmaster,49,0,86623,37,959,147,68,0.382572665,0.637014,0.569696,53,44.74,276,3.800867956
9502289,2016-05-07T18:45:00-0400,55,M. Ward,Royale Boston,40.65,297,13,57,Boston,MA,Ticketmaster,27,0,503681,55,3395,700,133,0.365873707,0.657022,0.56453,17,13.65,270,2.613739522
9502336,2016-04-05T19:00:00-0400,23,Charlie Puth,Brighton Music Hall,81.17,4972.68,38,89,Boston,MA,Ticketmaster,20,0,5318433,23,736,94,2,0.659923474,0.553536,0.858109,7,61.17,4952.68,4.113656873
9502384,2016-05-15T19:00:00-0400,63,Will Downing,Wilbur Theatre,170.18,187.03,3,14,Boston,MA,Ticketmaster,47,0,480899,63,192,15,21,0.432040873,0.541872,0.55194,30,123.18,140.03,4.8136467
9503072,2016-03-25T18:00:00-0400,12,We The Kings,Brighton Music Hall,49.68,144,10,47,Boston,MA,Ticketmaster,25,0,569961,12,540,192,17,0.46070694,0.581727,0.625927,11,24.68,119,3.205993199
9503192,2016-04-07T20:00:00-0400,25,Waka Flocka Flame,Paradise Rock Club,30.82,79,14,62,Boston,MA,Ticketmaster,22.5,0,2850016,25,4867,1163,20,0.362817072,0.715457,0.627008,7,8.32,56.5,2.118662255
9505449,2016-04-24T19:00:00-0400,42,Behemoth,Royale Boston,41.64,71,9,48,Boston,MA,Ticketmaster,22,0,11056,42,1133,256,45,0.357829147,0.681123,0.577435,25,19.64,49,2.977568303
9505630,2016-03-29T19:00:00-0400,16,Lucius,Royale Boston,57.94,1111,20,96,Boston,MA,Ticketmaster,25,0,598452,16,1428,280,8,0.443801339,0.534077,0.560377,5,32.94,1086,3.494687725
9506334,2016-04-17T19:00:00-0400,35,Aurora,Brighton Music Hall,27.58,199,11,65,Boston,MA,Ticketmaster,15,0,8489533,35,3361,207,2,0.618090572,0.544733,0.793037,5,12.58,184,2.532108251
9507467,2016-04-17T19:00:00-0400,35,Jewel,Wilbur Theatre,77.23,185,70,182,Boston,MA,Ticketmaster,45,0,18769,35,2532,508,46,0.360625017,0.673019,0.573084,22,32.23,140,3.472897696
9507624,2016-05-14T18:00:00-0400,62,Boyce Avenue,House of Blues Boston,50.28,243,25,115,Boston,MA,Live Nation,26,0,608550,62,228,37,0,0.428002036,0.610056,0.608825,12,24.28,217,3.189652966
9508023,2016-04-12T18:30:00-0400,30,Magic Man and The Griswolds,Royale Boston,33.17,79,14,77,Boston,MA,Ticketmaster,20,0,699966,30,1060,75,0,0.469976991,0.500253,0.564706,7,13.17,59,2.577941516
9509145,2016-03-20T19:00:00-0400,7,Pete Yorn,Royale Boston,50.87,72,13,64,Boston,MA,Ticketmaster,31.5,0,2030465,7,752,132,58,0.373271713,0.614141,0.534594,16,19.37,40.5,2.963725477
9511320,2016-05-28T18:00:00-0400,76,The Summer Set,Paradise Rock Club,67.4,62.7,8,35,Boston,MA,Ticketmaster,17,0,912614,76,599,273,8,0.463310478,0.520261,0.573158,9,50.4,45.7,3.919991175
9511697,2016-05-07T20:00:00-0400,55,Brian Jonestown Massacre,Paradise Rock Club,54.66,89,6,33,Boston,MA,Ticketmaster,22,0,73973,55,999,86,130,0.416239988,0.638522,0.621462,28,32.66,67,3.486151088
9511960,2016-04-02T18:00:00-0400,20,Pokey Lafarge,Royale Boston,43.8,253,12,50,Boston,MA,Ticketmaster,18,0,271625,20,336,101,12,0.456852329,0.496114,0.545673,10,25.8,235,3.250374492
9512002,2016-04-11T19:30:00-0400,29,Iggy Pop,Orpheum Theatre - MA,88.63,5248.95,142,393,Boston,MA,Ticketmaster,58,0,170739,29,1809,412,161,0.335931468,0.741933,0.614867,56,30.63,5190.95,3.421979921
9512022,2016-08-12T20:00:00-0400,152,Halsey,Agganis Arena,57.9,1111,476,1412,Boston,MA,Ticketmaster,37,0,8067338,152,984,69,1,0.631060971,0.534145,0.796906,2,20.9,1074,3.039749159
9512430,2016-04-12T19:30:00-0400,30,The Joy Formidable,Paradise Rock Club,44.47,61,9,36,Boston,MA,Ticketmaster,22,0,1195278,30,2286,500,58,0.419154493,0.562696,0.552757,9,22.47,39,3.112181086
9514287,2016-04-09T19:30:00-0400,27,The Smashing Pumpkins,Orpheum Theatre - MA,73.24,10165,167,534,Boston,MA,Ticketmaster,43.5,0,233074,27,7148,1605,210,0.316458833,0.814701,0.699053,28,29.74,10121.5,3.392492941
9516461,2016-04-28T19:00:00-0400,46,NOFX,Paradise Rock Club,84.49,1111,12,46,Boston,MA,Ticketmaster,25,0,214756,46,2052,609,72,0.329741701,0.743259,0.605351,33,59.49,1086,4.085808231
9517103,2016-06-01T20:00:00-0400,80,Dark Star Orchestra,Wilbur Theatre,95.71,115,3,16,Boston,MA,Ticketmaster,32,0,466184,80,309,314,0,0.42009012,0.462287,0.47825,19,63.71,83,4.154341536
9517820,2016-05-09T19:00:00-0400,57,Half Moon Run,Brighton Music Hall,46.12,37,2,8,Boston,MA,Ticketmaster,15,0,3878406,57,574,144,10,0.52720494,0.546965,0.678715,6,31.12,22,3.437850699
9521709,2016-05-17T20:00:00-0400,65,The Rides,Wilbur Theatre,102.14,195,10,28,Boston,MA,Ticketmaster,50,0,781564,65,113,32,5,0.410103504,0.38044,0.428427,3,52.14,145,3.953932409
9522266,2016-03-18T22:00:00-0400,5,Bingo Players,Royale Boston,79.19,110,4,14,Boston,MA,Ticketfly,20,0,2479026,5,2816,91,0,0.402355525,0.638083,0.600272,10,59.19,90,4.080752609
9522275,2016-04-08T22:00:00-0400,26,Audien,Royale Boston,79.18,65,2,5,Boston,MA,Ticketfly,15,0,4320841,26,1691,28,0,0.592652892,0.52878,0.742452,7,64.18,50,4.161691636
9522391,2016-04-29T22:00:00-0400,47,TJR,Royale Boston,79.2,69.99,2,8,Boston,MA,Ticketfly,15,0,893311,47,1307,82,0,0.509016181,0.530209,0.63903,11,64.2,54.99,4.162003211
9523581,2016-06-03T20:00:00-0400,82,The Sonics with The Woggles and Barrence Whitfield and the Savages,Brighton Music Hall,52.48,86,5,30,Boston,MA,Ticketmaster,30,0,62227,82,1961,2018,16,0.335621152,0.678825,0.53923,56,22.48,56,3.112626025
9527275,2016-04-07T20:00:00-0400,25,Andy Hull,Brighton Music Hall,54.38,44,2,10,Boston,MA,Ticketmaster,17,0,579909,25,421,58,0,0.36635693,0.463154,0.417585,11,37.38,27,3.621135802
9527965,2016-10-07T20:00:00-0400,208,Lake Street Dive,Wang Theatre at Boston,241.25,300,3,8,Boston,MA,Ticketmaster,39,0,1077331,208,397,175,11,0.509486732,0.50701,0.618196,12,202.25,261,5.309504556
9528642,2016-05-22T20:00:00-0400,70,Sam Beam,Wilbur Theatre,89.82,150,22,62,Boston,MA,Ticketmaster,29,0,625595,70,740,155,0,0.321627593,0.455966,0.362932,14,60.82,121,4.107918682
9529381,2016-04-18T19:00:00-0400,36,Tokyo Police Club,Paradise Rock Club,47.55,68,9,34,Boston,MA,Ticketmaster,20,0,42670,36,2080,296,85,0.384755031,0.631808,0.567803,11,27.55,48,3.316002536
9530045,2016-04-20T18:00:00-0400,38,Atlas Genius,Paradise Rock Club,53.24,99,10,42,Boston,MA,Ticketmaster,17,0,5539353,38,1028,174,8,0.435660332,0.575299,0.58592,7,36.24,82,3.590163481
9531433,2016-08-12T18:00:00-0400,152,Belly,Royale Boston,81.87,100,7,30,Boston,MA,Ticketmaster,32,0,478375,152,552,109,14,0.400901745,0.539485,0.510324,25,49.87,68,3.90941962
9531464,2016-12-08T19:30:00-0400,270,Chris Botti,Wilbur Theatre,119.32,1334,43,132,Boston,MA,Ticketmaster,50,0,451102,270,355,172,29,0.383631674,0.578651,0.518679,31,69.32,1284,4.238733465
9531468,2016-12-17T19:30:00-0400,279,Blood Sweat and Tears,Wilbur Theatre,218.62,296.03,12,42,Boston,MA,Ticketmaster,39,0,1153039,279,603,56,25,0.397953599,0.612509,0.568394,49,179.62,257.03,5.190843508
9531784,2016-04-29T19:00:00-0400,47,Hillsong United,Agganis Arena,82.74,404.58,92,427,Boston,MA,Ticketmaster,30,0,22090,47,590,255,42,0.414424066,0.637421,0.617564,18,52.74,374.58,3.965374181
9531928,2016-05-18T20:00:00-0400,66,Zhu,Royale Boston,70.7,122.33,12,44,Boston,MA,Ticketmaster,30,0,1183857,66,1959,48,0,0.604552421,0.559962,0.793894,2,40.7,92.33,3.706228092
9533175,2016-06-15T19:00:00-0400,94,Jack Garratt,Royale Boston,64.25,170,9,50,Boston,MA,Ticketmaster,22.5,0,937546,94,791,34,0,0.566744419,0.488394,0.669482,11,41.75,147.5,3.731699451
9534595,2016-05-10T19:00:00-0400,58,Chelsea Wolfe,Royale Boston,59.12,54.72,8,35,Boston,MA,Ticketmaster,20,0,183260,58,1765,231,35,0.416553465,0.590233,0.573677,7,39.12,34.72,3.666633845
9535989,2016-05-19T20:00:00-0400,67,The Kills,Paradise Rock Club,77.26,144,22,88,Boston,MA,Ticketmaster,30,0,236059,67,4068,723,101,0.365165313,0.684666,0.593295,16,47.26,114,3.855664272
9536587,2016-06-17T18:30:00-0400,96,Oh Wonder,Royale Boston,38.95,456.99,28,148,Boston,MA,Ticketmaster,20,0,8418168,96,665,10,1,0.495731054,0.473941,0.573695,2,18.95,436.99,2.941803932
9537669,2016-05-21T19:30:00-0400,69,Cyndi Lauper,Wang Theatre at Boston,110.82,500,115,367,Boston,MA,Ticketmaster,49.5,0,362622,69,3215,551,38,0.475769856,0.751473,0.890075,36,61.32,450.5,4.116106054
9537826,2016-05-13T20:00:00-0400,61,Yeasayer,Paradise Rock Club,77.98,69,4,23,Boston,MA,Ticketmaster,25,0,112691,61,5241,812,61,0.391950571,0.609446,0.556979,10,52.98,44,3.969914484
9538513,2016-08-09T19:00:00-0400,149,Belly,Royale Boston,83.9,500,14,56,Boston,MA,Ticketmaster,32,0,478375,149,552,109,14,0.400901745,0.539485,0.510324,25,51.9,468,3.94931879
9539298,2016-04-21T18:30:00-0400,39,Into It. Over It. and The World Is...,Royale Boston,61.5,99,7,30,Boston,MA,Ticketmaster,16.5,0,771204,39,269,181,14,0.539977428,0.422213,0.581514,9,45,82.5,3.80666249
9540930,2016-04-25T19:00:00-0400,43,Floetry,Wilbur Theatre,86.29,90,2,8,Boston,MA,Ticketmaster,35,0,378151,43,354,26,16,0.440491913,0.522716,0.546903,19,51.29,55,3.937495801
9541671,2016-06-28T20:00:00-0400,107,Melissa Etheridge,Wilbur Theatre,122.86,299.99,8,18,Boston,MA,Ticketmaster,60,0,424921,107,611,201,31,0.362152604,0.656447,0.558207,31,62.86,239.99,4.140910031
9541698,2016-03-18T20:00:00-0400,5,Tal Wilkenfeld,Brighton Music Hall,59.49,48.3,1,3,Boston,MA,Ticketmaster,20,0,670743,5,79,23,1,0.411678888,0.450139,0.46079,14,39.49,28.3,3.676047475
9354229,2016-04-08T20:00:00-0500,26,David Gilmour,United Center,103.65,8542.51,544,1397,Chicago,IL,Ticketmaster,70,0,20890,26,1932,608,30,0.366523347,0.732532,0.656974,53,33.65,8472.51,3.516013056
9378495,2016-04-06T20:00:00-0500,24,David Gilmour,Auditorium Theatre,134.5,2448,203,364,Chicago,IL,Ticketmaster,113,0,20890,24,1932,608,30,0.366523347,0.732532,0.656974,53,21.5,2335,3.068052935
9383640,2016-04-15T20:00:00-0500,33,Drew Holcomb and the Neighbors,Thalia Hall Chicago,43.8,59,3,10,Chicago,IL,Songkick Tickets,21.72,0,3469621,33,74,24,8,0.516191451,0.435225,0.565949,9,22.08,37.28,3.094672221
9408642,2016-04-06T19:50:00-0500,24,Iron Maiden,United Center,152.49,5000,130,387,Chicago,IL,Ticketmaster,39.5,0,438390,24,11066,2337,130,0.288943324,0.853324,0.725503,41,112.99,4960.5,4.727299319
9408927,2016-06-25T19:30:00-0500,104,Selena Gomez,United Center,66.4,2199,461,1354,Chicago,IL,Ticketmaster,40.5,0,1059348,104,9474,2202,7,0.439947613,0.770825,0.862321,8,25.9,2158.5,3.254242969
9409377,2016-06-10T19:30:00-0500,89,The Cure,UIC Pavilion,75.26,5000,405,1005,Chicago,IL,Ticketmaster,54,0,474439,89,4643,620,220,0.299664059,0.82889,0.691735,40,21.26,4946,3.056827373
9419613,2016-06-11T19:30:00-0500,90,The Cure,UIC Pavilion,93.75,2040,299,792,Chicago,IL,Ticketmaster,54,0,474439,90,4643,620,220,0.299664059,0.82889,0.691735,40,39.75,1986,3.682609841
9424127,2016-03-28T17:00:00-0500,15,Sonata Arctica,Concord Music Hall,53.22,70,7,39,Chicago,IL,Songkick Tickets,32.24,0,419723,15,956,126,22,0.366302653,0.666123,0.574681,21,20.98,37.76,3.043569603
9431382,2016-04-07T21:00:00-0500,25,Savages,Metro,49.65,1000,16,79,Chicago,IL,Metro,24,0,242996,25,13,5,56,0.576637726,0.340308,0.602402,6,25.65,976,3.244543572
9432962,2016-04-16T20:00:00-0500,34,Junior Boys,Metro,48.91,69,2,8,Chicago,IL,Etix,16,0,362018,34,1986,224,112,0.43194469,0.627186,0.632407,17,32.91,53,3.493776563
9434824,2016-03-22T19:30:00-0500,9,Bonnie Raitt,Chicago Theatre,82.6,2500,60,174,Chicago,IL,Ticketmaster,49.5,0,135398,9,2254,721,66,0.316062808,0.728868,0.562017,45,33.1,2450.5,3.499533282
9449196,2016-04-15T20:00:00-0500,33,Joe Satriani,Chicago Theatre,82.74,326,32,86,Chicago,IL,Ticketmaster,35,0,217121,33,2292,483,43,0.33065216,0.749976,0.61644,46,47.74,291,3.865769621
9449996,2016-03-21T19:00:00-0500,8,Jose Gonzalez,Rockefeller Chapel,66.22,99,8,13,Chicago,IL,Ticketweb,30,0,542593,8,2591,235,70,0.386693932,0.664884,0.605287,13,36.22,69,3.589611452
9450531,2016-04-01T19:30:00-0500,19,Earth Wind and Fire,United Center,50.5,735,108,400,Chicago,IL,Ticketmaster,25,0,357928,19,2629,402,75,0.339869505,0.759008,0.647232,47,25.5,710,3.238678452
9461641,2016-04-15T19:30:00-0500,33,Rihanna,United Center,120.44,4950,333,1110,Chicago,IL,Ticketmaster,29.5,0,139648,33,49474,11208,111,0.334706109,0.849921,0.830018,11,90.94,4920.5,4.510199948
9467025,2016-04-22T20:00:00-0500,40,The Avett Brothers,Chicago Theatre,96.9,400,75,227,Chicago,IL,Ticketmaster,45,0,348455,40,2884,1242,72,0.369703615,0.678902,0.594076,16,51.9,355,3.94931879
9467026,2016-04-23T20:00:00-0500,41,The Avett Brothers,Chicago Theatre,120.5,900,71,201,Chicago,IL,Ticketmaster,45,0,348455,41,2884,1242,72,0.369703615,0.678902,0.594076,16,75.5,855,4.324132656
9468977,2016-04-22T20:00:00-0500,40,The Melvins and Napalm Death,Metro,60.31,77.52,10,50,Chicago,IL,Etix,32,0,191492,40,3087,696,49,0.321224579,0.720146,0.560625,35,28.31,45.52,3.343215099
9469003,2016-03-25T20:00:00-0500,12,Judah and the Lion,Metro,51.6,59.51,7,35,Chicago,IL,Etix,15,0,6008179,12,61,21,2,0.484462147,0.311886,0.506108,5,36.6,44.51,3.60004824
9469541,2016-03-19T20:00:00-0500,6,Stick Figure,Concord Music Hall,46.55,43,5,19,Chicago,IL,Ticketfly,15,0,514431,6,88,0,3,0.519073696,0.255699,0.542266,26,31.55,28,3.451573589
9470236,2016-05-12T18:30:00-0500,60,Above and Beyond Acoustic,Chicago Theatre,55.6,1999.9,176,552,Chicago,IL,Ticketmaster,45,0,81224,60,7556,299,2,0.376463211,0.729971,0.671026,16,10.6,1954.9,2.360854001
9483207,2016-04-01T19:30:00-0500,19,Kirk Franklin,Chicago Theatre,76.83,356,26,81,Chicago,IL,Ticketmaster,29.5,0,115247,19,910,240,16,0.437473624,0.686792,0.713703,24,47.33,326.5,3.857144344
9485313,2016-04-30T20:00:00-0500,48,Dream Theater,Chicago Theatre,71.42,450,54,169,Chicago,IL,Ticketmaster,29.75,0,8765,48,5628,1208,59,0.313562417,0.802322,0.668145,31,41.67,420.25,3.729781445
9486485,2016-04-16T20:00:00-0500,34,Polica,Thalia Hall Chicago,70.82,57.9,1,6,Chicago,IL,Songkick Tickets,27.42,0,4665213,34,1714,349,40,0.575090463,0.445357,0.639432,5,43.4,30.48,3.770459441
9486565,2016-04-01T19:00:00-0500,19,Nicky Jam,Aragon Ballroom,123.12,135,13,76,Chicago,IL,Ticketmaster,48,0,430967,19,131,11,1,0.60247051,0.607742,0.853727,22,75.12,87,4.319086835
9486802,2016-04-28T19:00:00-0500,46,Tech N9ne,Concord Music Hall,60.69,108,10,48,Chicago,IL,Songkick Tickets,43.29,0,283009,46,2214,254,25,0.381175807,0.745693,0.703663,25,17.4,64.71,2.856470206
9500866,2016-04-21T19:00:00-0500,39,The Avett Brothers,Chicago Theatre,82.74,5000,162,547,Chicago,IL,Ticketmaster,45,0,348455,39,2884,1242,72,0.369703615,0.678902,0.594076,16,37.74,4955,3.63072054
9501666,2016-06-09T19:30:00-0500,88,Tame Impala,UIC Pavilion,70.15,1111,139,407,Chicago,IL,Ticketmaster,39,0,927852,88,9990,1408,108,0.457905034,0.699766,0.766365,9,31.15,1072,3.438814245
9505689,2016-05-05T20:00:00-0500,53,Widespread Panic,Chicago Theatre,96.9,2000,154,423,Chicago,IL,Ticketmaster,49.5,0,377326,53,1205,1424,24,0.375934436,0.641616,0.564333,30,47.4,1950.5,3.858622229
9505690,2016-05-06T20:00:00-0500,54,Widespread Panic,Chicago Theatre,96.89,2000,188,542,Chicago,IL,Ticketmaster,49.5,0,377326,54,1205,1424,24,0.375934436,0.641616,0.564333,30,47.39,1950.5,3.858411236
9505691,2016-05-07T20:00:00-0500,55,Widespread Panic,Chicago Theatre,91,4204.2,219,627,Chicago,IL,Ticketmaster,49.5,0,377326,55,1205,1424,24,0.375934436,0.641616,0.564333,30,41.5,4154.7,3.725693427
9506827,2016-07-09T20:00:00-0500,118,Sting and Peter Gabriel,United Center,86.28,3519,673,1848,Chicago,IL,Ticketmaster,50,0,165478,118,4510,771,61,0.324581905,0.808319,0.703623,35,36.28,3469,3.591266625
9507085,2016-03-24T20:30:00-0500,11,Lucius,Metro,50.35,199,18,79,Chicago,IL,Etix,24,0,598452,11,1428,280,8,0.443801339,0.534077,0.560377,5,26.35,175,3.271468275
9507681,2016-04-29T21:00:00-0500,47,J Boog,1st Ward,60.32,49.02,2,12,Chicago,IL,Ticketfly,17,0,1077783,47,204,10,0,0.485629214,0.462673,0.553162,10,43.32,32.02,3.768614422
9508118,2016-06-23T18:30:00-0500,102,Thrice,House of Blues Chicago,81.95,399.99,26,114,Chicago,IL,Live Nation,40,0,498261,102,1657,398,61,0.345491688,0.700826,0.579456,17,41.95,359.99,3.736478433
9509746,2016-05-20T19:30:00-0500,68,Boyce Avenue,Vic Theatre,60.7,98.5,3,13,Chicago,IL,Etix,26.5,0,608550,68,228,37,0,0.428002036,0.610056,0.608825,12,34.2,72,3.532225644
9509769,2016-04-27T20:00:00-0500,45,Dawes,Vic Theatre,100.83,125,9,24,Chicago,IL,Etix,32.5,0,2335213,45,2743,1015,70,0.42793596,0.587256,0.586547,7,68.33,92.5,4.224348909
9511654,2016-07-23T20:00:00-0500,132,Coldplay,Soldier Field,89.81,9999,1197,4015,Chicago,IL,Ticketmaster,26.5,0,197928,132,20216,5192,260,0.365078185,0.860209,0.940811,20,63.31,9972.5,4.148043295
9511999,2016-04-06T20:00:00-0500,24,Iggy Pop,Chicago Theatre,85.1,1284,163,471,Chicago,IL,Ticketmaster,39.5,0,170739,24,1809,412,161,0.335931468,0.741933,0.614867,56,45.6,1244.5,3.819907717
9514288,2016-04-14T19:30:00-0500,32,The Smashing Pumpkins,Civic Opera House Chicago,111.45,5000,128,320,Chicago,IL,Ticketmaster,46.5,0,233074,32,7148,1605,210,0.316458833,0.814701,0.699053,28,64.95,4953.5,4.173617743
9514913,2016-07-24T20:00:00-0500,133,Coldplay,Soldier Field,54.54,26000,1340,5760,Chicago,IL,Ticketmaster,26.5,0,197928,133,20216,5192,260,0.365078185,0.860209,0.940811,20,28.04,25973.5,3.333632062
9515799,2016-03-16T19:30:00-0500,3,New Order,Chicago Theatre,92.5,712.62,120,364,Chicago,IL,Ticketmaster,49.5,0,434538,3,3605,730,138,0.341711591,0.79358,0.710665,36,43,663.12,3.761200116
9519790,2016-06-19T19:00:00-0500,98,The Lumineers,Chicago Theatre,100.44,1000,213,540,Chicago,IL,Ticketmaster,25,0,2827981,98,2789,1049,11,0.498010806,0.607512,0.705435,14,75.44,975,4.323337638
9519797,2016-05-27T18:00:00-0500,75,Beyoncé,Soldier Field,73.3,99999,2314,7089,Chicago,IL,Ticketmaster,45,0,553938,75,43910,10774,117,0.322562541,0.848403,0.795543,13,28.3,99954,3.342861805
9520544,2016-10-28T20:00:00-0500,229,Lila Downs and Mariachi Los Camperos,Auditorium Theatre,113.42,251,17,67,Chicago,IL,Ticketmaster,40,0,16573,229,235,49,24,0.428043556,0.606744,0.605558,26,73.42,211,4.296196378
9527346,2016-05-28T18:00:00-0500,76,Beyonce,Soldier Field,66.22,69696.9,4275,14266,Chicago,IL,Ticketmaster,45,0,553938,76,43910,10774,117,0.322562541,0.848403,0.795543,13,21.22,69651.9,3.054944133
