event_id,date,days_to_show,artist,venue,min_price,max_price,total_postings,total_tickets,city,state,ticket_vendor,face_value,sold_out,sk_artist_id,days_to_show,num_blogs,num_news,num_reviews,discovery,familiarity,hotttnesss,num_years_active,FV_delta,maxPrice_FV_delta,FV_delta_log
9501279,2016-05-06T19:30:00-0500,54,Parachute,Cannery Ballroom,39.74,79.99,12,60,Nashville,TN,Songkick Tickets,26.25,0,9315,54,223,38,3,0.393932208,0.607437,0.557938,10,13.49,53.74,2.60194867
9501631,2016-04-11T19:30:00-0500,29,Meat Loaf,Schermerhorn Symphony Center,120.46,356,16,47,Nashville,TN,Ticketmaster,59,0,378262,29,668,175,52,0.358518605,0.669532,0.566036,46,61.46,297,4.118386557
9501870,2016-03-21T20:00:00-0500,8,Tinashe,Cannery Ballroom,42.27,66.12,10,47,Nashville,TN,Songkick Tickets,30.25,0,2020878,8,272,13,15,0.509339617,0.362612,0.532097,6,12.02,35.87,2.486571929
9501952,2016-11-11T13:00:00-0500,243,Keith Urban,Bridgestone Arena,119.71,1100,64,225,Nashville,TN,Ticketmaster,31.05,0,553707,243,3772,3368,35,0.416946961,0.751227,0.779582,26,88.66,1068.95,4.484808829
9502532,2016-04-25T19:30:00-0500,43,Boz Scaggs,Ryman Auditorium,105.16,420,44,146,Nashville,TN,Ticketmaster,55,0,86623,43,959,147,68,0.382572665,0.637014,0.569696,53,50.16,365,3.915217896
9506043,2016-04-19T19:30:00-0500,37,The Time Jumpers,Ryman Auditorium,99.65,185,10,50,Nashville,TN,Ticketmaster,32.5,0,509904,37,106,85,3,0.448858906,0.379878,0.468914,26,67.15,152.5,4.206928923
9507425,2016-04-21T20:00:00-0500,39,Alabama Shakes,Ascend Amphitheater,73.3,9999,142,442,Nashville,TN,Live Nation,36,0,4601908,39,4281,1373,61,0.516602132,0.629098,0.758833,7,37.3,9963,3.618993327
9507629,2016-05-24T19:00:00-0500,72,Boyce Avenue,Cannery Ballroom,45.22,105,14,73,Nashville,TN,Official artist website,25,0,608550,72,228,37,0,0.428002036,0.610056,0.608825,12,20.22,80,3.006672214
9508104,2016-04-20T19:30:00-0500,38,Dawes,Ryman Auditorium,51.79,248,68,171,Nashville,TN,Ticketmaster,35,0,2335213,38,2743,1015,70,0.42793596,0.587256,0.586547,7,16.79,213,2.820783471
9509033,2016-05-17T20:00:00-0500,65,At The Drive-In,Marathon Music Works,77.36,1000,39,155,Nashville,TN,Ticketfly,38,1,206412,65,65,50,46,0.419267465,0.589587,0.576816,22,39.36,962,3.672750072
9509291,2016-04-29T20:00:00-0500,47,Houndmouth,Cannery Ballroom,46.16,70,13,54,Nashville,TN,Songkick Tickets,25.25,0,5183683,47,679,208,15,0.45245395,0.523811,0.562663,5,20.91,44.75,3.040227513
9509335,2016-03-23T20:00:00-0500,10,Mount Moriah,The High Watt,83.92,69,1,4,Nashville,TN,Songkick Tickets,15.55,0,65993,10,489,88,15,0.441547374,0.47314,0.510412,6,68.37,53.45,4.224934132
9509348,2016-04-21T21:00:00-0500,39,Small Black,The High Watt,83.92,69,1,6,Nashville,TN,Songkick Tickets,15.55,0,2589501,39,621,70,38,0.447146198,0.549889,0.578209,7,68.37,53.45,4.224934132
9509433,2016-04-01T20:00:00-0500,19,Moon Taxi,Ryman Auditorium,70.02,225,35,96,Nashville,TN,Ticketmaster,30,0,466296,19,334,263,4,0.449023272,0.509505,0.546811,10,40.02,195,3.689379329
9510621,2016-04-12T19:30:00-0500,30,All For The Hall,Bridgestone Arena,68.97,9995.73,327,843,Nashville,TN,Ticketmaster,31.05,0,553707,30,3772,3368,35,0.416946961,0.751227,0.779582,26,37.92,9964.68,3.635478677
9511174,2016-04-07T21:00:00-0500,25,The Kills,Exit In,85.09,99,10,26,Nashville,TN,Ticketfly,25,1,236059,25,4068,723,101,0.365165313,0.684666,0.593295,16,60.09,74,4.095843438
9512334,2016-04-21T20:00:00-0500,39,Datsik,Marathon Music Works,50.86,58,9,40,Nashville,TN,Ticketfly,20,0,2651466,39,1683,168,3,0.431797336,0.625605,0.630488,9,30.86,38,3.429460847
9512376,2016-05-08T18:30:00-0500,56,FILTER with Orgy and Vampires Everywhere,Exit In,46.15,99,9,46,Nashville,TN,Ticketfly,22,0,188715,56,1065,318,18,0.387488096,0.623617,0.56388,23,24.15,77,3.18428438
9513740,2016-05-04T21:00:00-0500,52,Charles Bradley & His Extraordinaires,Exit In,52.04,54.72,8,38,Nashville,TN,Ticketfly,20,0,2792041,52,1910,1608,29,0.436267314,0.565755,0.578056,51,32.04,34.72,3.466985122
9514250,2016-04-22T19:00:00-0500,40,Santigold,Marathon Music Works,49.68,94,16,82,Nashville,TN,Ticketfly,25,0,2385431,40,9078,1313,31,0.389822719,0.663654,0.608805,13,24.68,69,3.205993199
9514290,2016-04-16T20:00:00-0500,34,The Smashing Pumpkins,Ryman Auditorium,102.8,225,108,229,Nashville,TN,Ticketmaster,52.5,0,233074,34,7149,1605,210,0.316458833,0.814701,0.699053,28,50.3,172.5,3.918005077
9514299,2016-08-02T19:00:00-0500,142,Bryan Ferry,Ryman Auditorium,68.25,532.86,79,255,Nashville,TN,Ticketmaster,29,0,408487,142,2395,519,95,0.366692829,0.656079,0.564829,46,39.25,503.86,3.669951444
9517123,2016-05-01T20:00:00-0500,49,The Front Bottoms,Exit In,56.64,1111,15,73,Nashville,TN,Ticketfly,20,0,1101535,49,827,84,71,0.449330705,0.54769,0.579097,9,36.64,1091,3.60114054
9517821,2016-05-18T20:00:00-0500,66,Half Moon Run,Mercy Lounge ,43.8,55,4,20,Nashville,TN,Official artist website,15,0,3878406,66,574,144,10,0.52720494,0.546965,0.678715,6,28.8,40,3.360375387
9519199,2016-05-02T19:30:00-0500,50,Punch Brothers,Schermerhorn Symphony Center,89.82,199,11,31,Nashville,TN,Ticketmaster,39,0,595798,50,1028,482,23,0.459641659,0.608399,0.65204,10,50.82,160,3.928289978
9521447,2016-05-25T20:00:00-0500,73,The Neighbourhood,Marathon Music Works,58.36,99,13,47,Nashville,TN,Ticketfly,28,0,636848,73,2520,239,12,0.496259443,0.613667,0.710173,5,30.36,71,3.413125953
9522676,2016-05-03T21:00:00-0500,51,The Spill Canvas,Exit In,47.33,75,8,36,Nashville,TN,Ticketfly,12,0,520329,51,171,20,16,0.374928211,0.603428,0.52753,14,35.33,63,3.564732461
9523590,2016-05-11T21:30:00-0500,59,The Sonics with The Woggles and  Barrence Whitfield and The Savages,Exit In,52.05,51.3,8,38,Nashville,TN,Ticketfly,20,0,62227,59,1961,2018,16,0.335621152,0.678825,0.53923,56,32.05,31.3,3.467297183
9527331,2016-04-27T21:00:00-0500,45,Deerhunter,Exit In,48.51,59,10,55,Nashville,TN,Ticketfly,20,0,222485,45,6500,1045,196,0.396460392,0.690543,0.651533,15,28.51,39,3.350254903
9528464,2016-09-16T20:00:00-0500,187,Brian Wilson,Ryman Auditorium,100.26,361,140,382,Nashville,TN,Ticketmaster,40,0,547191,187,4240,1041,114,0.327427869,0.7216,0.573215,28,60.26,321,4.098668534
9528468,2016-06-20T19:30:00-0500,99,Huey Lewis and the News,Schermerhorn Symphony Center,120.49,230.93,14,49,Nashville,TN,Ticketmaster,59,0,363648,99,662,140,21,0.394000426,0.648186,0.598361,37,61.49,171.93,4.11887456
9529334,2016-05-14T21:00:00-0500,62,Savages,Exit In,52.04,51.3,8,36,Nashville,TN,Official artist website,20,0,242996,62,13,5,56,0.576637726,0.340308,0.602402,6,32.04,31.3,3.466985122
9530292,2016-07-23T20:00:00-0500,132,Dave Barnes,Ryman Auditorium,61.5,149,14,44,Nashville,TN,Ticketmaster,25,0,99506,132,114,59,7,0.441029039,0.543655,0.564939,15,36.5,124,3.597312261
9530312,2016-05-14T19:30:00-0500,62,Paul Simon,Ryman Auditorium,148.81,1007,157,401,Nashville,TN,Ticketmaster,64.5,0,213059,62,5491,1509,145,0.324357143,0.777169,0.64601,46,84.31,942.5,4.434500482
9530313,2016-05-15T19:30:00-0500,63,Paul Simon,Ryman Auditorium,151.18,2000,115,277,Nashville,TN,Ticketmaster,64.5,0,213059,63,5491,1509,145,0.324357143,0.777169,0.64601,46,86.68,1935.5,4.462223177
9530589,2016-04-18T19:30:00-0500,36,Pat Benatar and Neil Giraldo,Schermerhorn Symphony Center,178.32,274,5,20,Nashville,TN,Ticketmaster,49,0,576999,36,1281,187,35,0.357011358,0.63679,0.531425,44,129.32,225,4.862289953
9531518,2016-04-28T19:30:00-0500,46,Barry Manilow,Bridgestone Arena,54.42,349,38,142,Nashville,TN,Ticketmaster,16.45,0,1568,46,1019,212,39,0.404354748,0.671846,0.641166,52,37.97,332.55,3.636796374
9532118,2016-04-26T19:30:00-0500,44,Selah and Travis Cottrell,Ryman Auditorium,181.07,149,1,3,Nashville,TN,Ticketmaster,24.5,0,455918,44,274,40,1,0.421544275,0.508295,0.512445,19,156.57,124.5,5.053503194
9534614,2016-05-02T21:00:00-0500,50,Black Lips,Exit In,56.31,74,7,28,Nashville,TN,Ticketfly,15,0,349473,50,4807,913,111,0.370262937,0.645809,0.559944,17,41.31,59,3.721104601
9535072,2016-06-28T18:30:00-0500,107,Slipknot with Marilyn Manson and Of Mice and Men,Bridgestone Arena,61.49,392,130,492,Nashville,TN,Ticketmaster,26.25,0,1012485,107,7785,2866,71,0.282707669,0.824148,0.642841,21,35.24,365.75,3.562181801
9535850,2016-05-11T19:30:00-0500,59,Deftones,Ryman Auditorium,76.84,9999,178,469,Nashville,TN,Ticketmaster,39.75,0,83230,59,5391,1735,104,0.290752427,0.796867,0.610163,28,37.09,9959.25,3.613347392
9536475,2016-05-18T20:00:00-0500,66,Mayer Hawthorne,Marathon Music Works,70.89,58,3,14,Nashville,TN,Ticketfly,20,0,5613613,66,3464,325,35,0.395913456,0.581639,0.537822,8,50.89,38,3.929666441
9537516,2016-07-31T20:00:00-0500,140,311,Marathon Music Works,85.08,126,9,52,Nashville,TN,Ticketfly,40,0,486064,140,466,65,57,0.367109954,0.662285,0.571895,28,45.08,86,3.808438689
9537662,2016-05-09T19:30:00-0500,57,Cyndi Lauper,Ryman Auditorium,128.76,299,24,71,Nashville,TN,Ticketmaster,45,0,362622,57,3215,551,38,0.475769856,0.751473,0.890075,36,83.76,254,4.427955567
9537824,2016-05-21T21:00:00-0500,69,Yeasayer,Exit In,98.46,81.32,2,12,Nashville,TN,Ticketfly,22,0,112691,69,5241,812,61,0.391950571,0.609446,0.556979,10,76.46,59.32,4.336767728
9538352,2016-05-18T19:30:00-0500,66,Silversun Pickups,Ryman Auditorium,82.74,1201,23,62,Nashville,TN,Ticketmaster,35,0,393244,66,2700,408,121,0.360266816,0.678542,0.578516,14,47.74,1166,3.865769621
9539433,2016-06-12T19:30:00-0500,91,Harry Connick Jr.,Ryman Auditorium,113.42,599,101,243,Nashville,TN,Ticketmaster,45,0,186299,91,755,373,54,0.422891635,0.674072,0.673365,39,68.42,554,4.22566518
9540576,2016-05-08T19:30:00-0500,56,Lucinda Williams,Ryman Auditorium,61.5,249,54,150,Nashville,TN,Ticketmaster,24.5,0,245404,56,2310,672,134,0.33087072,0.707809,0.562838,38,37,224.5,3.610917913
9540810,2016-06-13T19:30:00-0500,92,Harry Connick Jr.,Ryman Auditorium,113.42,9000,71,190,Nashville,TN,Ticketmaster,45,0,186299,92,755,373,54,0.422891635,0.674072,0.673365,39,68.42,8955,4.22566518
9542190,2016-03-19T21:00:00-0500,6,Safetysuit,Exit In,67.4,55,1,6,Nashville,TN,Ticketfly,20,1,2331623,6,40,2,1,0.455483936,0.490413,0.539608,14,47.4,35,3.858622229
9354230,2016-04-11T20:00:00-0400,29,David Gilmour,Madison Square Garden,137.02,4400,615,1523,New York,NY,Ticketmaster,75,0,20890,29,1932,608,30,0.366523347,0.732532,0.656974,53,62.02,4325,4.127456914
9357410,2016-04-12T20:00:00-0400,30,David Gilmour,Madison Square Garden,125.22,6900,993,2429,New York,NY,Ticketmaster,75,0,20890,30,1932,608,30,0.366523347,0.732532,0.656974,53,50.22,6825,3.916413354
9386342,2016-04-14T19:30:00-0400,32,Underoath,Playstation Theater,59.77,299,35,135,New York,NY,Songkick Tickets,38.5,0,2357960,32,1119,370,35,0.335359934,0.703068,0.565007,19,21.27,260.5,3.057297629
9388305,2016-04-02T20:00:00-0400,20,Afro Latin Jazz Orchestra,Apollo Theater,218.62,183.15,1,4,New York,NY,Ticketmaster,28.5,0,166269,20,119,119,22,0.463816593,0.386502,0.48454,37,190.12,154.65,5.247655452
9392063,2016-03-29T20:00:00-0400,16,Vance Joy,Beacon Theatre,61.98,1501,207,519,New York,NY,Ticketmaster,42,0,6148694,16,1102,178,5,0.598723454,0.571873,0.800909,3,19.98,1459,2.994731773
9397104,2016-03-30T20:00:00-0400,17,Vance Joy,Beacon Theatre,54.86,525,87,233,New York,NY,Ticketmaster,42,0,6148694,17,1102,178,5,0.598723454,0.571873,0.800909,3,12.86,483,2.554121719
9408082,2016-03-26T19:00:00-0400,13,Galactic,Terminal 5,38.29,88,13,66,New York,NY,Ticketmaster,30,0,164225,13,449,274,42,0.481154245,0.594211,0.666907,22,8.29,58,2.115049969
9408640,2016-03-30T19:30:00-0400,17,Iron Maiden,Madison Square Garden,221.83,1000,64,176,New York,NY,Ticketmaster,64.5,0,438390,17,11066,2337,130,0.288943324,0.853324,0.725503,41,157.33,935.5,5.05834551
9409378,2016-06-18T20:00:00-0400,97,The Cure,Madison Square Garden,83.92,5000,497,1267,New York,NY,Ticketmaster,30,0,474439,97,4643,620,220,0.299664059,0.82889,0.691735,40,53.92,4970,3.987501467
9413097,2016-06-19T20:00:00-0400,98,The Cure,Madison Square Garden,67.4,12000,553,1751,New York,NY,Ticketmaster,30,0,474439,98,4643,620,220,0.299664059,0.82889,0.691735,40,37.4,11970,3.621670704
9415426,2016-04-07T21:00:00-0400,25,Drew Holcomb and the Neighbors,Bowery Ballroom,44.94,52.44,7,28,New York,NY,Ticketmaster,17,0,3469621,25,74,24,8,0.516191451,0.435225,0.565949,9,27.94,35.44,3.330059354
9420519,2016-04-19T20:00:00-0400,37,Jimmie Vaughan,B.B. King Blues Club & Grill,99.73,83.22,2,10,New York,NY,Ticketmaster,32.5,0,126812,37,306,97,10,0.39337336,0.57254,0.526763,52,67.23,50.72,4.208119576
9420557,2016-04-17T11:00:00-0400,35,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,119.2,100.32,2,12,New York,NY,Ticketmaster,29.5,0,214342,35,3960,1002,48,0.329928791,0.754848,0.622132,28,89.7,70.82,4.496470769
9420560,2016-04-24T11:00:00-0400,42,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,114.6,100.32,2,12,New York,NY,Ticketmaster,29.5,0,214342,42,3960,1002,48,0.329928791,0.754848,0.622132,28,85.1,70.82,4.443827036
9420562,2016-05-01T11:00:00-0400,49,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,119.79,100.32,2,12,New York,NY,Ticketmaster,29.5,0,214342,49,3960,1002,48,0.329928791,0.754848,0.622132,28,90.29,70.82,4.503026712
9420564,2016-05-08T11:00:00-0400,56,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,114.6,100.32,2,12,New York,NY,Ticketmaster,29.5,0,214342,56,3960,1002,48,0.329928791,0.754848,0.622132,28,85.1,70.82,4.443827036
9420613,2016-07-15T19:30:00-0400,124,5 Seconds of Summer,Madison Square Garden,53.24,10000,501,1467,New York,NY,Ticketmaster,29.95,0,5642214,124,1282,578,81,0.535857763,0.639639,0.801619,5,23.29,9970.05,3.148024084
9422353,2016-06-20T20:00:00-0400,99,The Cure,Madison Square Garden,72.12,10498.95,284,947,New York,NY,Ticketmaster,30,0,474439,99,4643,620,220,0.299664059,0.82889,0.691735,40,42.12,10468.95,3.740522687
9422754,2016-03-18T19:00:00-0400,5,Dr Dog,Terminal 5,96.88,99,9,41,New York,NY,Ticketmaster,30,0,42687,5,3581,672,100,0.425216698,0.638884,0.635266,17,66.88,69,4.202899969
9423255,2016-04-09T20:00:00-0400,27,Ricardo Montaner,The Theater at Madison Square Garden,99.65,367.5,17,85,New York,NY,Ticketmaster,65,0,254050,27,72,4,1,0.477771063,0.554484,0.622154,40,34.65,302.5,3.545297726
9423658,2016-08-13T20:00:00-0400,153,Halsey,Madison Square Garden,67.4,1111,364,1310,New York,NY,Ticketmaster,34.5,0,8067338,153,984,69,1,0.631060971,0.534145,0.796906,2,32.9,1076.5,3.493472658
9426945,2016-08-10T19:30:00-0400,150,Twenty One Pilots,Madison Square Garden,79.67,2222,425,1100,New York,NY,Ticketmaster,39.5,0,3123851,150,852,265,10,0.572563353,0.586834,0.78425,7,40.17,2182.5,3.693120448
9428316,2016-03-13T19:30:00-0400,0,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,69.08,57,2,12,New York,NY,Ticketmaster,29.5,0,214342,0,3960,1002,48,0.329928791,0.754848,0.622132,28,39.58,27.5,3.67832394
9428318,2016-03-19T19:30:00-0400,6,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,69.05,57,2,12,New York,NY,Ticketmaster,29.5,0,214342,6,3960,1002,48,0.329928791,0.754848,0.622132,28,39.55,27.5,3.677565694
9428320,2016-03-20T19:30:00-0400,7,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,69.08,57,2,12,New York,NY,Ticketmaster,29.5,0,214342,7,3960,1002,48,0.329928791,0.754848,0.622132,28,39.58,27.5,3.67832394
9428322,2016-03-26T19:30:00-0400,13,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,69.08,85,3,18,New York,NY,Ticketmaster,29.5,0,214342,13,3960,1002,48,0.329928791,0.754848,0.622132,28,39.58,55.5,3.67832394
9428324,2016-03-27T19:30:00-0400,14,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,69.05,57,2,12,New York,NY,Ticketmaster,29.5,0,214342,14,3960,1002,48,0.329928791,0.754848,0.622132,28,39.55,27.5,3.677565694
9429906,2016-03-28T19:00:00-0400,15,Savages,Irving Plaza,46.14,199,27,98,New York,NY,Live Nation,29.5,0,242996,15,13,5,56,0.576637726,0.340308,0.602402,6,16.64,169.5,2.811809435
9432541,2016-06-21T20:00:00-0400,100,Ellie Goulding,Madison Square Garden,66.54,1000,261,1197,New York,NY,Ticketmaster,35,0,2332047,100,10070,2357,23,0.482699668,0.750632,0.901275,8,31.54,965,3.451256582
9432652,2016-08-11T19:30:00-0400,151,Twenty One Pilots,Madison Square Garden,81.94,9999,337,1140,New York,NY,Ticketmaster,39.5,0,3123851,151,852,265,10,0.572563353,0.586834,0.78425,7,42.44,9959.5,3.748091314
9434828,2016-04-01T20:00:00-0400,19,Bonnie Raitt,Beacon Theatre,136.15,1500,51,127,New York,NY,Ticketmaster,40.5,0,135398,19,2254,721,66,0.316062808,0.728868,0.562017,45,95.65,1459.5,4.560695696
9434831,2016-04-02T20:00:00-0400,20,Bonnie Raitt,Beacon Theatre,137.25,1000,42,86,New York,NY,Ticketmaster,40.5,0,135398,20,2254,721,66,0.316062808,0.728868,0.562017,45,96.75,959.5,4.572130332
9437146,2016-05-05T20:00:00-0400,53,Super Furry Animals,Webster Hall,47.17,67.26,11,62,New York,NY,Songkick Tickets,33.3,0,529205,53,1678,248,155,0.341909704,0.655763,0.526354,23,13.87,33.96,2.629728234
9445379,2016-07-18T19:30:00-0400,127,Justin Bieber,Madison Square Garden,194.05,5555,447,983,New York,NY,Ticketmaster,60.5,0,2596951,127,30698,11724,108,0.376889194,0.842991,0.91195,8,133.55,5494.5,4.89447594
9445876,2016-03-24T20:00:00-0400,11,Jose Gonzalez,Beacon Theatre,60.32,667,47,156,New York,NY,Ticketmaster,30,0,542593,11,2591,235,70,0.386693932,0.664884,0.605287,13,30.32,637,3.411807561
9448953,2016-09-14T19:00:00-0400,185,Lush,Terminal 5,59.14,99.06,17,71,New York,NY,Ticketmaster,35,0,20179,185,551,39,20,0.350463721,0.616095,0.503572,29,24.14,64.06,3.183870216
9452439,2016-06-13T19:00:00-0400,92,Dixie Chicks,Madison Square Garden,108.7,1470,354,1251,New York,NY,Ticketmaster,79,0,61008,92,982,502,49,0.392185627,0.710058,0.670223,27,29.7,1391,3.391147046
9452561,2016-03-30T20:00:00-0400,17,The Infamous Stringdusters,Bowery Ballroom,40.7,59.28,10,43,New York,NY,Ticketmaster,22,0,541144,17,282,294,18,0.430255864,0.515952,0.528911,10,18.7,37.28,2.928523524
9453412,2016-03-25T20:00:00-0400,12,Lake Street Dive,Beacon Theatre,101.25,667,48,101,New York,NY,Ticketmaster,39.5,0,1077331,12,397,175,11,0.509486732,0.50701,0.618196,12,61.75,627.5,4.123093976
9454844,2016-04-07T19:00:00-0400,25,Ben Harper,Beacon Theatre,86.67,667,105,311,New York,NY,Ticketmaster,57.5,0,76901,25,2169,751,56,0.321439777,0.742762,0.589446,24,29.17,609.5,3.373140784
9455590,2016-05-14T20:00:00-0400,62,King Gizzard and The Lizard Wizard,Bowery Ballroom,57.84,100,8,32,New York,NY,Ticketmaster,16,0,4137561,62,446,20,30,0.55796694,0.31852,0.582897,6,41.84,84,3.73385282
9456404,2016-04-26T20:00:00-0400,44,The Used,Playstation Theater,54.42,120,26,116,New York,NY,Songkick Tickets,40,0,162392,44,1607,488,41,0.371836653,0.719639,0.648262,15,14.42,80,2.668616132
9456405,2016-04-27T20:00:00-0400,45,The Used,Playstation Theater,52.06,100,26,108,New York,NY,Songkick Tickets,40,0,162392,45,1607,488,41,0.371836653,0.719639,0.648262,15,12.06,60,2.489894191
9456685,2016-03-22T20:00:00-0400,9,Jukebox the Ghost,Bowery Ballroom,35.28,78,10,35,New York,NY,Ticketmaster,22,0,578861,9,893,83,11,0.413727281,0.531711,0.520564,13,13.28,56,2.586259144
9456688,2016-03-24T20:00:00-0400,11,Jukebox the Ghost,Bowery Ballroom,37.9,78,10,36,New York,NY,Ticketmaster,22,0,578861,11,893,83,11,0.413727281,0.531711,0.520564,13,15.9,56,2.766319109
9456729,2016-03-28T20:00:00-0400,15,Natalie Merchant,Beacon Theatre,55.99,2999,137,374,New York,NY,Ticketmaster,39.5,0,107672,15,576,79,35,0.375848162,0.64405,0.566626,35,16.49,2959.5,2.802754137
9456738,2016-03-31T20:00:00-0400,18,The Infamous Stringdusters,Bowery Ballroom,40.93,59.28,9,42,New York,NY,Ticketmaster,22,0,541144,18,282,294,18,0.430255864,0.515952,0.528911,10,18.93,37.28,2.940747965
9457857,2016-04-28T20:00:00-0400,46,Keith Sweat,B.B. King Blues Club & Grill,94.78,108.3,5,31,New York,NY,Ticketmaster,52.5,0,559980,46,701,54,28,0.389386527,0.647251,0.590372,41,42.28,55.8,3.744314161
9457859,2016-04-29T20:00:00-0400,47,Keith Sweat,B.B. King Blues Club & Grill,70.94,108.3,10,62,New York,NY,Ticketmaster,52.5,0,559980,47,701,54,28,0.389386527,0.647251,0.590372,41,18.44,55.8,2.914522218
9458551,2016-05-20T19:30:00-0400,68,Above and Beyond Acoustic,Beacon Theatre,77.9,706.82,212,492,New York,NY,Ticketmaster,64,0,81224,68,7556,299,2,0.376463211,0.729971,0.671026,16,13.9,642.82,2.63188884
9458552,2016-05-21T19:30:00-0400,69,Above and Beyond Acoustic,Beacon Theatre,73.3,10000,240,536,New York,NY,Ticketmaster,64,0,81224,69,7556,299,2,0.376463211,0.729971,0.671026,16,9.3,9936,2.2300144
9459051,2016-07-19T19:30:00-0400,128,Justin Bieber,Madison Square Garden,181.86,3847,479,1327,New York,NY,Ticketmaster,60.5,0,2596951,128,30698,11724,108,0.376889194,0.842991,0.91195,8,121.36,3786.5,4.798761335
9459838,2016-03-15T20:00:00-0400,2,Billy Joel,Madison Square Garden,151.29,2000,357,1011,New York,NY,Ticketmaster,65.5,0,296988,2,3748,1184,93,0.324533324,0.78699,0.663087,51,85.79,1934.5,4.45190245
9462341,2016-05-14T19:30:00-0400,62,Delbert McClinton,B.B. King Blues Club & Grill,87.11,95.76,5,24,New York,NY,Ticketmaster,42.5,0,356804,62,292,78,42,0.379778635,0.57461,0.510212,54,44.61,53.26,3.797958049
9462374,2016-04-02T19:30:00-0400,20,Godfrey Townsend,B.B. King Blues Club & Grill,69.72,97,5,31,New York,NY,Ticketmaster,20,0,769330,20,10,0,0,0.277495455,0.245955,0.289894,16,49.72,77,3.906407267
9463489,2016-03-23T20:00:00-0400,10,G Love and Special Sauce,Bowery Ballroom,135.05,175,4,9,New York,NY,Ticketmaster,32.5,0,252784,10,374,178,22,0.382636727,0.621453,0.554782,24,102.55,142.5,4.630350485
9463493,2016-04-01T20:00:00-0400,19,Basia Bulat,Bowery Ballroom,42.58,50,7,28,New York,NY,Ticketmaster,15,0,70896,19,971,94,21,0.414380605,0.50529,0.501544,12,27.58,35,3.317090872
9465192,2016-04-08T19:00:00-0400,26,Andrew Bird,Terminal 5,66.81,199.05,22,110,New York,NY,Ticketmaster,41,0,395944,26,5289,777,155,0.347424428,0.695306,0.576323,20,25.81,158.05,3.250762014
9466076,2016-04-01T20:00:00-0400,19,Logic,Terminal 5,81.03,199,74,301,New York,NY,Ticketmaster,30,0,614453,19,403,24,14,0.529339052,0.607143,0.749355,14,51.03,169,3.932413695
9466178,2016-04-10T20:00:00-0400,28,David Gilmour,Radio City Music Hall,237.32,25000,351,815,New York,NY,Ticketmaster,90,0,20890,28,1932,608,30,0.366523347,0.732532,0.656974,53,147.32,24910,4.992607092
9466291,2016-04-15T20:00:00-0400,33,Billy Joel,Madison Square Garden,155.9,5000,319,819,New York,NY,Ticketmaster,65.5,0,296988,33,3748,1184,93,0.324533324,0.78699,0.663087,51,90.4,4934.5,4.504244267
9467023,2016-04-08T20:00:00-0400,26,The Avett Brothers,Madison Square Garden,60.1,549,215,692,New York,NY,Ticketmaster,35,0,348455,26,2884,1242,72,0.369703615,0.678902,0.594076,16,25.1,514,3.222867846
9469806,2016-05-27T20:00:00-0400,75,Billy Joel,Madison Square Garden,110.32,5000,923,3499,New York,NY,Ticketmaster,65.5,0,296988,75,3748,1184,93,0.324533324,0.78699,0.663087,51,44.82,4934.5,3.802654468
9470124,2016-05-22T19:30:00-0400,70,Above and Beyond Acoustic,Beacon Theatre,91.57,834,106,282,New York,NY,Ticketmaster,64,0,81224,70,7556,299,2,0.376463211,0.729971,0.671026,16,27.57,770,3.316728225
9473166,2016-03-16T18:00:00-0400,3,Megadeth,Terminal 5,61.5,150,12,57,New York,NY,Ticketmaster,49.5,0,117140,3,10125,2615,89,0.270742971,0.829734,0.626676,33,12,100.5,2.48490665
9473167,2016-03-17T18:00:00-0400,4,Megadeth,Terminal 5,70.15,195,16,65,New York,NY,Ticketmaster,49.5,0,117140,4,10125,2615,89,0.270742971,0.829734,0.626676,33,20.65,145.5,3.027715319
9473250,2016-06-17T20:00:00-0400,96,Billy Joel,Madison Square Garden,114.07,5000,968,2780,New York,NY,Ticketmaster,65.5,0,296988,96,3748,1184,93,0.324533324,0.78699,0.663087,51,48.57,4934.5,3.883006056
9475542,2016-04-04T20:00:00-0400,22,Logic,Terminal 5,58.43,1111,61,296,New York,NY,Ticketmaster,30,0,614453,22,403,24,14,0.529339052,0.607143,0.749355,14,28.43,1081,3.347444926
9475594,2016-05-04T20:00:00-0400,52,Ben Folds,Beacon Theatre,77.94,474.01,74,232,New York,NY,Ticketmaster,45,0,125822,52,2573,342,136,0.32688241,0.725836,0.577463,15,32.94,429.01,3.494687725
9475700,2016-04-16T20:00:00-0400,34,Ween,Terminal 5,167.7,5000,80,265,New York,NY,Ticketmaster,50,0,515856,34,1907,555,118,0.381969921,0.697164,0.635968,32,117.7,4950,4.768139014
9475701,2016-04-15T20:00:00-0400,33,Ween,Terminal 5,150,5000,56,171,New York,NY,Ticketmaster,50,0,515856,33,1907,555,118,0.381969921,0.697164,0.635968,32,100,4950,4.605170186
